% Created by Marsyas
@relation newmetalMFCC.arff
@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute output {newmetal,metal,rock,jazz,pop,hiphop,classical,reggae,blues,country, disco}


@data
0.047144,0.126391,0.076543,-55.681149,2.220877,0.140054,2.460806,0.245116,0.665382,0.806353,0.883272,0.139328,0.774558,0.477832,0.422761,0.345267,0.021202,0.069399,0.037133,2.289716,0.617355,0.583497,0.600441,0.450825,0.460810,0.434408,0.404405,0.395093,0.391827,0.391957,0.374554,0.356561,0.012525,0.025047,0.013497,2.878015,0.573595,0.550731,0.429846,0.316586,0.254692,0.210300,0.184145,0.154148,0.151007,0.206846,0.188580,0.179526,0.016747,0.062160,0.033791,3.126506,0.231041,0.161220,0.191164,0.079588,0.096619,0.086853,0.076799,0.053638,0.067888,0.076450,0.063040,0.064998,newmetal
0.018216,0.045107,0.095075,-64.047231,4.797866,0.014005,2.232771,0.446733,1.561853,0.467363,1.073988,0.250931,0.595231,0.437145,0.217277,0.184311,0.014477,0.047649,0.065161,3.972198,1.034683,0.554020,0.478015,0.389572,0.442309,0.407693,0.386523,0.387383,0.372780,0.362590,0.348250,0.362707,0.017230,0.045271,0.015001,5.888761,2.013220,0.630474,0.282159,0.178562,0.359076,0.284977,0.199960,0.242731,0.202472,0.147055,0.164497,0.226505,0.030982,0.068573,0.031819,4.498971,0.541147,0.233207,0.243476,0.068908,0.114951,0.108659,0.074924,0.074781,0.076487,0.055299,0.068511,0.070129,newmetal
0.079741,0.177005,0.076411,-59.704692,1.889665,-0.484701,1.659393,0.330477,1.082852,0.575855,0.722309,0.229290,0.591455,0.493860,0.461225,0.332495,0.038545,0.089635,0.044031,5.100282,0.753831,0.662679,0.558792,0.550601,0.455342,0.443904,0.416799,0.457909,0.435695,0.451086,0.433085,0.418100,0.031740,0.058491,0.013911,7.396147,0.880043,0.758149,0.342015,0.245614,0.212906,0.150052,0.162240,0.274870,0.159484,0.141384,0.118193,0.113473,0.037960,0.083853,0.036277,6.632451,0.283348,0.245676,0.129679,0.159223,0.114243,0.095802,0.082386,0.103740,0.087251,0.087263,0.091324,0.089207,newmetal
0.050629,0.155811,0.082576,-55.489017,2.465605,0.292358,1.535005,0.417121,0.976528,0.848202,0.730161,0.611060,0.761268,0.507519,0.305698,0.244011,0.039184,0.171581,0.047744,4.970749,1.022403,0.807129,0.743519,0.637524,0.537263,0.546289,0.508976,0.494514,0.464117,0.429875,0.419018,0.409471,0.038019,0.078753,0.008850,4.408253,0.862089,0.626448,0.391249,0.424075,0.302545,0.288927,0.167506,0.246136,0.198329,0.171125,0.107311,0.168402,0.042092,0.095062,0.033469,6.299585,0.348418,0.261269,0.229916,0.181814,0.115444,0.117080,0.060267,0.077543,0.059730,0.051923,0.056895,0.068324,newmetal
0.060520,0.145540,0.085350,-56.323363,2.603935,-0.286634,1.719543,0.284803,1.104673,0.360617,0.864124,0.495323,0.239764,0.856161,0.245655,0.151577,0.020341,0.037147,0.048697,3.581921,0.586337,0.590550,0.488122,0.449229,0.446430,0.419879,0.410207,0.405663,0.386050,0.377546,0.365295,0.363106,0.015386,0.032308,0.011278,8.953611,0.958276,0.589483,0.234516,0.312013,0.312060,0.195194,0.254772,0.195251,0.178068,0.169998,0.135576,0.148716,0.017942,0.036561,0.031379,5.141588,0.229815,0.174526,0.142743,0.110660,0.122244,0.085915,0.092903,0.069627,0.081110,0.090612,0.052213,0.058321,newmetal
0.027005,0.118113,0.083858,-67.639924,5.557495,0.361862,2.507110,0.263070,0.612196,0.758007,0.600249,0.537564,0.430298,0.662949,0.531013,0.452155,0.021837,0.150390,0.046254,5.110269,1.432174,1.053081,0.966519,0.731094,0.598223,0.677865,0.627285,0.523365,0.549779,0.501949,0.485081,0.454438,0.035335,0.127283,0.012195,9.152175,1.315176,0.959717,0.666365,0.689139,0.224488,0.372174,0.251894,0.220600,0.300122,0.183336,0.291296,0.243598,0.042281,0.164698,0.032712,6.571102,0.562286,0.338841,0.331726,0.173291,0.151565,0.215433,0.162711,0.090573,0.161626,0.105940,0.091302,0.083378,newmetal
0.036057,0.118275,0.084244,-60.376664,1.202218,0.300451,2.803810,0.881786,1.456968,0.875688,0.917431,0.296142,0.339895,0.204742,0.347845,0.279442,0.024614,0.126324,0.048187,3.472288,0.806167,0.555412,0.644652,0.525894,0.458110,0.431643,0.430609,0.378134,0.393094,0.399064,0.404652,0.376272,0.031241,0.053646,0.012196,4.574955,0.886607,0.440103,0.585558,0.375176,0.300517,0.331447,0.370459,0.169096,0.235506,0.559006,0.481242,0.192495,0.039175,0.086684,0.032920,7.426112,0.465942,0.113602,0.230462,0.261335,0.103893,0.114275,0.083610,0.069203,0.074852,0.064907,0.089989,0.074352,newmetal
0.132845,0.262469,0.074573,-66.176368,2.322687,0.440686,1.590124,0.434206,0.614910,0.455741,0.687381,0.711162,0.684225,0.615222,0.376305,0.453742,0.046259,0.124143,0.041592,6.029535,1.191353,0.991465,0.934217,0.775768,0.639983,0.585593,0.568226,0.539179,0.587343,0.527028,0.465285,0.448184,0.147298,0.253674,0.021427,23.745378,1.294920,0.770307,1.150893,0.483992,0.289063,0.289107,0.364201,0.521383,0.648744,0.340164,0.254417,0.273243,0.047014,0.094278,0.035061,9.110818,0.842541,0.557327,0.518301,0.389676,0.300153,0.229150,0.244693,0.213185,0.258695,0.200519,0.163655,0.148474,newmetal
0.031308,0.073465,0.081153,-61.473108,4.682617,0.858661,1.767019,0.950805,0.388528,0.128038,0.334633,0.688538,0.243395,0.382527,0.456585,0.390215,0.021021,0.067370,0.044399,3.739423,1.042005,0.812936,0.715617,0.536123,0.543583,0.496142,0.499889,0.492450,0.457747,0.408132,0.399395,0.400703,0.016629,0.046670,0.011940,2.415937,0.782861,0.558428,0.419849,0.502592,0.398700,0.255180,0.257144,0.260855,0.282545,0.192835,0.180324,0.221148,0.031190,0.071440,0.032102,6.121300,0.410350,0.238000,0.217082,0.162771,0.108643,0.110159,0.093872,0.109717,0.099088,0.069427,0.072856,0.063978,newmetal
0.078382,0.188838,0.076246,-52.590729,1.579492,0.696882,1.434112,0.375721,0.836646,0.544072,0.702961,0.024352,0.479153,0.982169,0.730012,0.286080,0.020535,0.033071,0.046661,1.954489,0.445320,0.469596,0.442894,0.416161,0.432310,0.420390,0.404717,0.409129,0.386508,0.400748,0.389123,0.371469,0.010156,0.015855,0.007722,6.057561,0.263397,0.259191,0.320354,0.177698,0.164497,0.130855,0.179151,0.130361,0.187349,0.264614,0.143900,0.130923,0.019223,0.047342,0.034397,5.153675,0.107285,0.128661,0.087420,0.047492,0.065161,0.058440,0.067178,0.061874,0.070961,0.068602,0.062765,0.048011,newmetal
0.049913,0.136767,0.078616,-57.733957,2.040548,0.852517,1.943446,0.879854,0.716360,1.148380,0.431912,0.429867,0.707090,0.477775,0.582110,0.353666,0.031834,0.112883,0.043403,4.668269,1.032084,0.994318,1.093757,0.729845,0.681679,0.562850,0.538732,0.477896,0.472902,0.463079,0.461496,0.456302,0.014878,0.034888,0.007750,6.550960,0.694436,0.717063,0.427473,0.463275,0.234476,0.226768,0.164821,0.161405,0.203605,0.136315,0.147660,0.163779,0.014631,0.048808,0.034629,5.961216,0.322280,0.256308,0.273825,0.196078,0.141577,0.109849,0.119782,0.093229,0.091784,0.080955,0.078337,0.085969,newmetal
0.027768,0.057736,0.080522,-73.256467,7.469254,-0.540514,3.152324,0.348753,1.033649,0.470293,0.433515,0.262853,0.970037,0.288648,0.590710,0.092109,0.013474,0.031849,0.044214,4.110259,1.275027,0.682400,0.454566,0.515526,0.439928,0.451977,0.449598,0.398596,0.396284,0.403481,0.363248,0.394733,0.017437,0.041290,0.011524,4.933924,1.671956,0.966237,0.356324,0.558542,0.215807,0.332645,0.239607,0.217867,0.229090,0.230993,0.187987,0.386054,0.019306,0.040064,0.032632,4.489381,0.744251,0.350859,0.127188,0.174006,0.089718,0.140804,0.105341,0.078414,0.067888,0.059907,0.074702,0.094085,newmetal
0.029169,0.060366,0.095137,-63.212612,7.558350,-0.044897,2.123174,0.557070,0.159873,0.595107,0.143297,-0.052080,0.702518,0.299925,0.414750,0.160651,0.022957,0.053345,0.061333,6.093805,1.964530,1.003901,0.741524,0.617937,0.598833,0.531265,0.493197,0.432457,0.443699,0.427597,0.371367,0.384215,0.052385,0.104087,0.012233,6.059364,1.673733,0.703645,0.493713,0.284759,0.304788,0.220979,0.300817,0.199079,0.255014,0.169034,0.204846,0.165799,0.050484,0.100620,0.030697,7.583508,0.471311,0.309892,0.174998,0.130763,0.122368,0.125184,0.084851,0.106030,0.078615,0.059301,0.057595,0.056632,newmetal
0.068530,0.137158,0.071236,-70.980550,4.167559,-0.048333,0.116618,0.740219,0.741937,-0.087106,1.359072,0.278837,0.399474,-0.554301,-0.771990,-0.521922,0.031443,0.092496,0.034900,3.335289,1.201935,0.838388,0.880455,0.834184,0.591134,0.660766,0.651773,0.486680,0.568416,0.660789,0.788132,0.765979,0.035070,0.081176,0.010490,6.159286,1.561966,0.771709,0.861563,0.626616,0.232047,0.620857,0.664309,0.374579,0.536687,0.751229,0.854142,0.823102,0.039688,0.085437,0.035344,6.441558,0.405226,0.212356,0.248223,0.257023,0.096550,0.155300,0.175893,0.082217,0.115294,0.219485,0.299828,0.302653,newmetal
0.046571,0.106546,0.076826,-68.093479,4.913979,-1.170591,2.109437,0.523808,0.927701,0.417495,0.852977,0.389950,0.263694,0.219229,0.245982,0.462098,0.017978,0.072943,0.041876,4.581041,0.805368,0.603125,0.511760,0.481660,0.450979,0.434105,0.434468,0.408568,0.393840,0.400949,0.402394,0.390523,0.014955,0.034861,0.011019,16.700347,2.229254,1.900343,0.378345,0.480421,0.347501,0.257968,0.172813,0.168098,0.170993,0.132983,0.290609,0.267625,0.021742,0.068129,0.033555,7.600523,0.371430,0.307671,0.156228,0.098770,0.097090,0.109547,0.081341,0.070009,0.077685,0.069188,0.086522,0.078166,newmetal
0.102280,0.277435,0.067275,-50.703241,2.578065,0.296317,1.069424,-0.140791,0.594016,0.603912,0.642586,0.158903,0.510841,0.428996,0.478867,0.206922,0.038075,0.106447,0.027296,3.182006,0.566379,0.633838,0.621229,0.633951,0.394197,0.486841,0.468889,0.370920,0.369256,0.346782,0.344588,0.318544,0.017617,0.043409,0.007291,4.980224,0.579025,0.529913,0.649158,0.229250,0.186427,0.168856,0.205314,0.086872,0.142297,0.103774,0.086938,0.082891,0.031388,0.050801,0.038449,7.648218,0.174911,0.139993,0.156011,0.187672,0.080313,0.149440,0.129226,0.065358,0.097201,0.076622,0.061139,0.063902,newmetal
0.048284,0.119492,0.079544,-53.455548,3.648590,-0.485288,1.573156,0.008116,0.426800,0.122359,0.462946,0.455738,0.726155,0.350392,0.370532,0.400751,0.021125,0.044283,0.046403,3.476910,0.704915,0.597880,0.533012,0.467877,0.449175,0.406312,0.394399,0.390988,0.411273,0.381804,0.400400,0.394048,0.021865,0.045970,0.010380,6.569175,1.164877,0.617830,0.372137,0.312357,0.261169,0.179597,0.313714,0.233281,0.376597,0.235732,0.177402,0.167642,0.034184,0.070338,0.035101,9.391479,0.395903,0.276260,0.209425,0.092824,0.093419,0.069882,0.082812,0.076020,0.067301,0.055289,0.069845,0.071173,newmetal
0.108068,0.256480,0.077521,-59.581713,1.695398,0.409272,1.574009,0.744218,0.883873,0.170545,0.665719,0.719326,0.250304,0.252816,0.330352,0.426221,0.050876,0.179650,0.046179,6.827854,1.196324,1.010886,0.817167,0.811700,0.603314,0.569364,0.495931,0.538464,0.504334,0.497275,0.439607,0.434930,0.127926,0.232162,0.016947,15.871148,1.312156,0.718162,0.645095,0.676567,0.526544,0.441906,0.313838,0.543222,0.319044,0.324112,0.198572,0.212075,0.049978,0.098259,0.032675,6.892429,0.482961,0.412205,0.236583,0.306931,0.155981,0.164658,0.153276,0.161686,0.153620,0.149027,0.124435,0.121857,newmetal
0.064391,0.178004,0.086225,-60.267919,2.115238,0.873052,0.883312,0.537443,1.142572,0.298499,0.553419,0.331793,0.369674,0.517473,0.441863,0.343384,0.040877,0.114435,0.047967,4.078496,1.071461,0.710726,0.694032,0.578994,0.508418,0.492467,0.469036,0.469989,0.451885,0.386547,0.422862,0.399142,0.035569,0.101717,0.013339,3.925810,2.012126,1.016906,0.721656,0.498537,0.625871,0.297392,0.363374,0.412770,0.250598,0.292523,0.184978,0.383070,0.030341,0.069817,0.031798,5.009493,0.462195,0.383237,0.325754,0.207515,0.137928,0.133329,0.105324,0.122765,0.110410,0.068147,0.102721,0.085447,newmetal
0.066650,0.150909,0.084057,-53.287687,2.799096,-0.646252,1.881555,-0.120185,0.599478,0.287886,0.433082,0.110711,0.604491,0.545102,0.569660,0.424088,0.025877,0.044310,0.048013,2.782838,0.708266,0.631472,0.611857,0.585831,0.519141,0.497109,0.414082,0.414527,0.404356,0.410759,0.430517,0.413988,0.032933,0.055564,0.014103,7.035621,0.484366,0.408666,0.429463,0.304108,0.314907,0.245381,0.168247,0.174303,0.159958,0.135096,0.136224,0.107520,0.042813,0.078149,0.033396,7.501836,0.392318,0.144010,0.177050,0.121450,0.116087,0.087932,0.069222,0.063075,0.053795,0.056003,0.055454,0.067651,newmetal
0.087381,0.258761,0.079681,-74.823492,2.338359,0.782496,2.016947,0.569934,1.312257,0.469393,0.836576,0.571847,0.443070,0.689720,0.511989,0.374929,0.048221,0.195366,0.047464,5.397110,0.725799,0.525121,0.517542,0.491360,0.447239,0.482064,0.463497,0.407531,0.393214,0.395176,0.384486,0.366189,0.091184,0.211500,0.013831,32.948495,0.405905,0.301875,0.241229,0.204095,0.261282,0.396951,0.157385,0.297055,0.316064,0.172283,0.245543,0.311247,0.051439,0.061717,0.046076,10.183177,0.285085,0.245364,0.164518,0.165871,0.118035,0.128253,0.119239,0.074117,0.084675,0.076205,0.072084,0.072172,newmetal
0.054133,0.153764,0.073535,-58.234767,2.792044,1.559942,1.641599,0.877714,1.246119,0.721790,0.892296,0.476699,0.421269,0.421037,0.439792,0.326216,0.028695,0.118813,0.037231,2.467580,0.596232,0.475341,0.459789,0.502180,0.414873,0.407957,0.412418,0.395538,0.392638,0.385447,0.382804,0.387986,0.026519,0.089229,0.010815,4.003044,0.421137,0.397862,0.301788,0.338407,0.184265,0.227643,0.232562,0.270052,0.353359,0.127390,0.242101,0.212160,0.025281,0.058624,0.033696,3.862718,0.237678,0.188717,0.103357,0.186779,0.078235,0.116061,0.098257,0.073470,0.093401,0.044130,0.067066,0.064205,newmetal
0.061555,0.225303,0.077547,-61.275093,1.197498,0.856768,1.111853,0.773110,0.994935,0.333105,0.568037,0.491765,0.522965,0.527423,0.474377,0.380283,0.037575,0.172998,0.040672,3.682486,0.846782,0.575534,0.516450,0.466622,0.502490,0.434027,0.400778,0.430102,0.408620,0.437624,0.399991,0.396342,0.024543,0.079813,0.012166,8.167023,0.959524,0.512189,0.382090,0.290330,0.338454,0.443115,0.295767,0.205379,0.260122,0.208498,0.171480,0.255257,0.024365,0.125191,0.033534,3.949735,0.279158,0.134268,0.160452,0.079786,0.137846,0.093517,0.064677,0.106784,0.097269,0.108519,0.091987,0.070796,newmetal
0.023955,0.059618,0.085303,-59.361808,3.416545,0.903478,1.036634,0.630947,0.974241,0.548762,0.391681,0.371361,0.480049,0.566259,0.553080,0.615284,0.021181,0.083231,0.048380,3.546346,0.974378,0.559480,0.545068,0.459168,0.455412,0.428930,0.448940,0.445773,0.404247,0.394117,0.407954,0.389036,0.015544,0.044574,0.010556,3.087788,0.657739,0.305106,0.301217,0.278945,0.411838,0.311063,0.249471,0.199549,0.269199,0.206752,0.264078,0.291238,0.022755,0.059104,0.032047,3.365833,0.313554,0.149964,0.120001,0.096428,0.107148,0.089357,0.092828,0.087011,0.076019,0.103933,0.095485,0.055470,newmetal
0.041905,0.094302,0.070064,-52.254944,4.917958,-0.135682,1.366775,0.408667,0.214876,0.328683,0.375652,0.022375,0.374116,0.468999,0.464785,0.204155,0.018216,0.040414,0.033146,2.434544,0.541962,0.476074,0.444744,0.430256,0.386796,0.388984,0.382261,0.369090,0.375880,0.371016,0.340248,0.378166,0.021989,0.038503,0.013012,4.951753,1.316294,0.695551,0.229548,0.399254,0.154763,0.128809,0.291930,0.325209,0.084087,0.225618,0.089363,0.123688,0.042223,0.071668,0.035322,6.405913,0.495594,0.166570,0.127161,0.068788,0.063871,0.061979,0.057975,0.062030,0.050476,0.054571,0.042574,0.058916,newmetal
0.066509,0.128783,0.085547,-58.979073,2.931950,-0.785867,1.394061,-0.254931,0.044752,0.329419,0.694865,0.062227,0.110936,0.297506,0.785580,0.673221,0.033449,0.069625,0.042732,3.930439,1.232521,1.017716,1.027217,0.780909,0.616770,0.598382,0.576332,0.518967,0.572709,0.552377,0.607605,0.624670,0.025171,0.037181,0.011721,4.481011,0.964320,0.831254,0.740134,0.654921,0.299551,0.281764,0.396130,0.226379,0.245463,0.327719,0.466800,0.404664,0.031485,0.048198,0.032214,4.444193,0.561445,0.301292,0.264367,0.172599,0.125166,0.112987,0.110356,0.093657,0.106833,0.096557,0.100032,0.128359,newmetal
0.032919,0.092478,0.075262,-57.326330,4.035187,0.145253,1.730262,0.371074,0.806082,0.136440,0.780984,0.062881,0.550076,0.680322,0.347653,0.291142,0.017553,0.067032,0.044124,3.214020,0.738821,0.441934,0.510018,0.428970,0.453923,0.463727,0.410869,0.434610,0.406980,0.375210,0.373460,0.382394,0.009404,0.044054,0.009848,8.006926,1.063360,0.193741,0.572545,0.237770,0.423794,0.330513,0.229904,0.260407,0.289222,0.164892,0.193503,0.190673,0.019614,0.079368,0.035523,8.197500,0.370949,0.079847,0.136177,0.077327,0.075761,0.112735,0.077508,0.093574,0.065387,0.053166,0.050965,0.056863,newmetal
0.045580,0.115001,0.079364,-53.854182,3.657592,0.491768,1.420226,0.266988,0.491107,0.808726,0.272443,0.424372,0.402954,0.415687,0.450368,0.248802,0.036692,0.100804,0.040236,3.601548,0.937006,0.799230,0.680681,0.631208,0.497739,0.509710,0.469418,0.457097,0.464587,0.443820,0.422530,0.405396,0.023270,0.044985,0.014720,7.202854,0.766361,0.653244,0.457561,0.348998,0.294635,0.197065,0.180809,0.164496,0.170996,0.121536,0.142845,0.094728,0.044631,0.070735,0.050233,8.246836,0.325129,0.274238,0.212200,0.157063,0.110218,0.102129,0.081969,0.086138,0.140423,0.087939,0.068399,0.058119,newmetal
0.066157,0.137127,0.076298,-59.501115,3.174394,-1.238722,1.447639,-0.209600,0.515208,0.455834,0.847797,0.026352,0.226456,0.654194,0.478353,0.255460,0.042885,0.089220,0.039822,4.829775,1.418137,0.794363,0.592517,0.622394,0.552803,0.502131,0.434667,0.461550,0.449541,0.431821,0.432397,0.412606,0.023364,0.042464,0.010676,5.405140,0.978063,1.640269,0.180989,0.948820,0.425876,0.444071,0.169242,0.263231,0.241885,0.128264,0.172823,0.176273,0.032229,0.063162,0.034898,4.688926,0.644481,0.401106,0.100784,0.214666,0.094682,0.081377,0.073390,0.075754,0.080141,0.091465,0.050740,0.078878,newmetal
0.036389,0.098684,0.086157,-54.479301,2.610273,0.410871,1.714817,0.654234,1.082850,0.701625,0.465250,0.151056,0.728040,0.481290,0.392195,0.604978,0.020022,0.067171,0.057232,3.072172,0.542105,0.531318,0.485886,0.478896,0.417060,0.464278,0.413093,0.400069,0.399343,0.395567,0.366615,0.390967,0.021054,0.046526,0.014829,2.631223,0.539094,0.748543,0.776662,0.419591,0.309826,0.439864,0.238993,0.247974,0.149561,0.151883,0.104624,0.122007,0.033017,0.065152,0.035130,6.482002,0.170751,0.149149,0.096363,0.070234,0.071262,0.063541,0.056787,0.054972,0.050089,0.037287,0.042472,0.053034,newmetal
0.021469,0.039862,0.075564,-66.221188,7.057943,0.445619,0.235728,0.311810,0.336630,0.090564,0.077612,0.086085,0.806058,0.854228,0.894400,0.661876,0.014491,0.033337,0.046251,4.938588,1.235123,0.827714,0.595351,0.560784,0.600281,0.570082,0.799934,0.826024,0.628490,0.575221,0.573164,0.461319,0.015305,0.029985,0.010091,10.978340,1.836597,0.940921,0.367102,0.308039,0.367577,0.413992,0.282738,0.326985,0.366133,0.319041,0.428912,0.266212,0.035467,0.071264,0.034487,7.654334,0.657322,0.310087,0.185838,0.136661,0.210097,0.133728,0.200591,0.208437,0.156352,0.147021,0.124223,0.095829,newmetal
0.067981,0.162328,0.086799,-56.922055,2.742480,0.054379,2.729962,0.192475,1.195336,0.124333,0.949022,0.358671,0.710261,0.451682,0.291547,0.180344,0.047320,0.106078,0.054347,4.533902,0.783572,0.566750,0.727549,0.464782,0.471518,0.459080,0.456769,0.412293,0.387931,0.382469,0.388124,0.415426,0.061098,0.077952,0.008901,8.300789,0.610654,0.384989,0.672595,0.274449,0.257668,0.218036,0.210534,0.139052,0.137032,0.124143,0.119816,0.122318,0.060999,0.076451,0.033650,11.566826,0.280984,0.084082,0.175328,0.093751,0.083206,0.087526,0.074146,0.065437,0.053183,0.054783,0.060714,0.052310,newmetal
0.027525,0.149953,0.086254,-65.609139,5.371529,0.735923,1.840315,1.079827,1.262507,0.587347,0.633562,0.550479,0.560658,0.280112,0.350527,0.128069,0.028635,0.198690,0.050863,4.041596,1.481020,0.935946,0.750518,0.587286,0.540668,0.480109,0.506587,0.481869,0.437080,0.403946,0.423569,0.404580,0.011425,0.136527,0.013914,5.278921,0.605411,0.890782,0.453910,0.709145,0.436659,0.275233,0.278779,0.303098,0.277789,0.161388,0.185591,0.204473,0.025369,0.157337,0.032516,3.631365,0.478171,0.249592,0.308919,0.182235,0.127036,0.174890,0.162654,0.121637,0.077984,0.112886,0.100013,0.069233,newmetal
